distance_kms,trip_time_minutes,total_time_minutes,speed_kmh,trip_type_uberblack,trip_type_uberx,surge_multiplier,trip_type_uberelka,trip_start_time_year,weather_partly_cloudy_night,trip_start_time_hour,temperature_time_hour,feels_like,cloudness,temp_hour_interaction,temperature_value,rub_usd_exchange_rate,temperature_time_month,trip_start_time_month,dropoff_long,pickup_long,vehicle_make,vehicle_model,weather_desc,ride_hailing_app_Uber,trip_type_Comfort,trip_type_EconomyFix,trip_type_uberBEAUTY,trip_type_uberBLACK,trip_type_uberELKA,trip_type_uberSELECT,trip_type_uberX,city_Moscow,city_Saint Petersburg,weather_main_clear-night,weather_main_cloudy,weather_main_fog,weather_main_partly-cloudy-day,weather_main_partly-cloudy-night,weather_main_rain,weather_main_snow,weather_main_wind,precipitation_rain,precipitation_snow,trip_start_time_timeofday_evening,trip_start_time_timeofday_morning,trip_start_time_timeofday_night,temperature_time_timeofday_evening,temperature_time_timeofday_morning,temperature_time_timeofday_night
3.72,7.75,19.0,11.747368421052633,0,1,1.0,0,2015,0,19,19,15.0,1.0,285.0,15.0,65.31,9,9,30.36792621,30.40937682,0.17404129793510326,0.15339233038348082,0.25073746312684364,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5.33,11.45,14.0,22.84285714285714,0,1,1.0,0,2015,1,21,21,14.0,0.88,308.0,14.0,65.31,9,9,30.40927137,30.36669181,0.19616519174041297,0.4616519174041298,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2.3,10.783333333333333,18.0,7.666666666666666,0,0,1.0,0,2015,0,12,12,17.0,0.83,204.0,17.0,65.45,9,9,30.3929457,30.4091959,0.19616519174041297,0.4616519174041298,0.38200589970501475,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12.47,29.083333333333332,45.0,16.62666666666667,0,1,1.0,0,2015,0,16,16,17.0,0.31,272.0,17.0,65.45,9,9,30.2742717,30.4093666,0.19616519174041297,0.4616519174041298,0.1902654867256637,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.67,17.7,26.0,8.46923076923077,0,1,1.0,0,2015,0,21,21,8.0,0.0,189.0,9.0,65.45,9,9,37.635031,37.6350862,0.19616519174041297,0.4616519174041298,0.10176991150442478,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
15.32,36.166666666666664,43.0,21.376744186046512,0,1,1.0,0,2015,1,20,20,16.0,0.51,320.0,16.0,65.45,9,9,30.4092644,30.2836821,0.19616519174041297,0.4616519174041298,0.1902654867256637,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1.79,5.7,12.0,9.48,0,1,1.0,0,2015,0,15,15,17.0,0.91,255.0,17.0,67.7,9,9,30.409705,30.3968366,0.10766961651917405,0.4616519174041298,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.79,5.7,12.0,6.852631578947369,0,1,1.0,0,2015,0,17,17,17.0,0.78,289.0,17.0,67.7,9,9,30.4109849,30.4093783,0.19616519174041297,0.4616519174041298,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2.09,6.85,15.0,8.36,0,0,1.0,0,2015,0,11,11,14.0,0.36,154.0,14.0,66.02,9,9,30.3878066,30.4094183,0.02654867256637168,0.4616519174041298,0.1902654867256637,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2.09,6.166666666666667,13.0,9.646153846153846,0,1,1.0,0,2015,0,12,12,14.0,0.75,168.0,14.0,66.02,9,9,30.4092983,30.3877466,0.06342182890855458,0.028023598820058997,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.2,18.533333333333335,57.0,6.852631578947369,0,1,1.0,0,2015,0,21,21,8.0,0.0,168.0,8.0,66.02,9,9,37.635031,37.6350862,0.061946902654867256,0.02359882005899705,0.10176991150442478,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1.79,5.7,12.0,8.066666666666666,0,1,1.0,0,2015,0,10,10,13.0,0.31,130.0,13.0,66.03,9,9,30.4091335,30.3984878,0.17404129793510326,0.15339233038348082,0.1902654867256637,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
13.78,46.43333333333333,57.0,13.78,0,1,1.0,0,2015,0,13,13,16.0,0.75,208.0,16.0,66.03,9,9,30.3327916,30.4092949,0.028023598820058997,0.4616519174041298,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7.97,22.3,34.0,14.064705882352941,0,1,1.0,0,2015,0,18,18,14.0,0.57,252.0,14.0,66.03,9,9,30.3280986,30.4091628,0.11651917404129794,0.08997050147492626,0.1902654867256637,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
6.69,14.55,21.0,19.114285714285717,0,1,1.0,0,2015,1,19,19,13.0,0.56,247.0,13.0,66.03,9,9,30.4092486,30.3270476,0.06342182890855458,0.028023598820058997,0.1902654867256637,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
33.97,41.53333333333333,52.0,42.4875,0,1,1.0,0,2015,0,12,12,17.0,0.79,204.0,17.0,65.52,9,9,30.496485,30.40959,0.17404129793510326,0.15339233038348082,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.92,6.733333333333333,18.0,6.852631578947369,0,1,1.0,0,2015,0,11,11,13.0,0.95,143.0,13.0,65.52,9,9,30.3910466,30.4094933,0.17404129793510326,0.15339233038348082,0.25073746312684364,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9.78,16.066666666666666,34.0,17.258823529411764,0,0,1.0,0,2015,0,17,17,13.0,0.93,221.0,13.0,65.52,9,9,30.3371833,30.4094506,0.19616519174041297,0.4616519174041298,0.38200589970501475,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3.77,10.4,21.0,10.771428571428572,0,1,1.0,0,2015,0,21,21,7.0,0.99,189.0,9.0,65.52,9,9,37.635031,37.6350862,0.061946902654867256,0.02359882005899705,0.016224188790560472,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
5.94,17.65,28.0,12.72857142857143,0,1,1.0,0,2015,0,21,21,7.0,0.99,198.0,9.0,65.52,9,9,37.635031,37.6350862,0.19616519174041297,0.4616519174041298,0.016224188790560472,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
8.9,17.566666666666666,21.0,25.42857142857143,0,1,1.0,0,2015,1,20,20,10.0,0.75,200.0,10.0,65.52,9,9,30.4093849,30.3363233,0.17404129793510326,0.15339233038348082,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
12.04,17.483333333333334,29.0,24.910344827586204,0,1,1.0,0,2015,0,9,9,8.0,0.63,72.0,8.0,65.47,9,9,30.3589433,30.4095283,0.19616519174041297,0.4616519174041298,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
11.6,23.316666666666666,30.0,23.2,0,1,1.0,0,2015,0,9,9,10.0,0.75,90.0,10.0,65.47,9,9,30.4092666,30.3590766,0.10766961651917405,0.4616519174041298,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
5.68,10.683333333333334,20.0,17.04,0,1,1.0,0,2015,0,15,15,13.0,0.44,195.0,13.0,65.47,9,9,30.35459077,30.40949089,0.17404129793510326,0.15339233038348082,0.1902654867256637,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5.65,11.4,21.0,16.142857142857146,0,1,1.0,0,2015,0,18,18,11.0,0.46,198.0,11.0,65.47,9,9,30.40921,30.3554761,0.19616519174041297,0.4616519174041298,0.1902654867256637,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2.48,5.7,19.0,7.831578947368421,0,1,1.0,0,2015,0,8,8,9.0,0.81,72.0,9.0,66.42,9,9,30.37249628,30.40691631,0.19616519174041297,0.4616519174041298,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
4.02,10.916666666666666,19.0,12.694736842105263,0,1,1.0,0,2015,0,9,9,8.0,0.79,90.0,10.0,66.42,9,9,30.4093883,30.37288,0.11651917404129794,0.08997050147492626,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2.06,5.816666666666666,12.0,13.733333333333334,0,1,1.0,0,2015,1,21,21,6.0,0.92,176.0,8.0,66.42,9,9,30.40939246,30.38977797,0.19616519174041297,0.4616519174041298,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
11.43,32.25,44.0,15.586363636363638,0,1,1.0,0,2015,0,9,9,6.0,0.72,81.0,9.0,65.83,9,9,30.3590248,30.4094287,0.06342182890855458,0.02064896755162242,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
12.05,25.866666666666667,36.0,20.083333333333336,0,1,1.0,0,2015,0,10,10,6.0,0.89,90.0,9.0,65.83,9,9,30.409335,30.3592446,0.07227138643067847,0.048672566371681415,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
6.71,16.733333333333334,30.0,13.42,0,1,1.0,0,2015,0,13,13,7.0,1.0,117.0,9.0,65.83,9,9,30.43828246,30.40940553,0.17404129793510326,0.15339233038348082,0.25073746312684364,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.13,22.1,35.0,8.794285714285714,0,1,1.0,0,2015,0,15,15,9.0,0.9,150.0,10.0,65.83,9,9,30.4108714,30.4382834,0.19616519174041297,0.4616519174041298,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.79,7.35,16.0,6.852631578947369,0,1,1.0,0,2015,0,16,16,8.0,1.0,160.0,10.0,65.83,9,9,30.3937893,30.4094426,0.17404129793510326,0.15339233038348082,0.25073746312684364,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.17,23.883333333333333,32.0,19.06875,0,1,1.0,0,2015,0,16,16,13.0,0.9,208.0,13.0,65.34,9,9,30.33141707,30.40924732,0.11651917404129794,0.08997050147492626,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.76,14.333333333333334,19.0,21.347368421052632,0,1,1.0,0,2015,1,19,19,12.0,0.8,228.0,12.0,65.34,9,9,30.40920851,30.32769257,0.10766961651917405,0.06342182890855458,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
15.93,34.28333333333333,41.0,23.31219512195122,0,1,1.0,0,2015,0,13,13,12.0,0.99,156.0,12.0,65.7,10,10,30.2742717,30.4093005,0.11651917404129794,0.08997050147492626,0.25073746312684364,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.79,5.7,12.0,7.8,0,1,1.0,0,2015,0,16,16,12.0,0.75,192.0,12.0,65.7,10,10,30.2742717,30.2808294,0.084070796460177,0.4616519174041298,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12.57,33.516666666666666,38.0,19.847368421052632,0,1,1.0,0,2015,0,18,18,12.0,0.92,216.0,12.0,65.7,10,10,30.3557114,30.2808294,0.06932153392330384,0.051622418879056046,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
12.01,20.033333333333335,30.0,24.02,0,1,1.0,0,2015,0,11,11,13.0,0.81,143.0,13.0,66.05,10,10,30.39163996,30.43654433,0.11651917404129794,0.08997050147492626,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
33.97,46.43333333333333,57.0,38.42105263157895,0,1,1.0,0,2015,0,13,13,6.0,0.31,117.0,9.0,64.79,10,10,30.2742717,30.40936215,0.17404129793510326,0.15339233038348082,0.1902654867256637,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33.97,38.05,47.0,42.4875,0,1,1.0,0,2015,0,7,7,-6.0,0.31,-30.0,-6.0,62.5,10,10,30.4092933,30.2808294,0.17404129793510326,0.4616519174041298,0.016224188790560472,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
33.97,46.43333333333333,57.0,26.819417475728155,0,1,1.0,0,2015,0,8,8,-3.0,0.18,-24.0,-3.0,62.5,10,10,30.2742717,30.4089016,0.19616519174041297,0.4616519174041298,0.10176991150442478,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
33.97,38.2,46.0,42.4875,0,1,1.0,0,2015,1,20,20,4.0,0.83,120.0,6.0,61.81,10,10,30.4093763,30.3229401,0.10766961651917405,0.06342182890855458,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1.79,5.7,13.0,6.852631578947369,0,1,1.0,0,2015,0,11,11,5.0,1.0,77.0,7.0,63.01,10,10,30.35644342,30.36296457,0.06932153392330384,0.051622418879056046,0.25073746312684364,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13.31,25.616666666666667,31.0,25.761290322580642,0,1,1.0,0,2015,0,14,14,-1.0,0.39,42.0,3.0,63.95,10,10,30.4093183,30.2808294,0.19616519174041297,0.4616519174041298,0.1902654867256637,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.01,9.716666666666667,17.0,10.623529411764705,0,1,1.0,0,2015,0,9,9,1.0,0.68,9.0,1.0,64.05,10,10,30.4004693,30.4093982,0.061946902654867256,0.02359882005899705,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
5.97,17.616666666666667,26.0,13.776923076923076,0,1,1.0,0,2015,0,14,14,3.0,0.75,42.0,3.0,64.05,10,10,30.40927581,30.354444,0.06932153392330384,0.051622418879056046,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.65,11.283333333333333,18.0,15.500000000000002,0,1,1.0,0,2015,0,14,14,3.0,0.25,42.0,3.0,64.37,11,11,30.4092816,30.373075,0.11651917404129794,0.08997050147492626,0.1902654867256637,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.17,10.583333333333334,25.0,7.608,0,1,1.0,0,2015,0,17,17,3.0,0.99,85.0,5.0,64.66,11,11,30.4092063,30.378576,0.10766961651917405,0.4616519174041298,0.25073746312684364,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
19.07,27.366666666666667,45.0,25.426666666666666,0,1,1.0,0,2015,1,18,18,0.0,0.81,54.0,3.0,66.85,11,11,30.43143882,30.37765374,0.19616519174041297,0.4616519174041298,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
17.32,46.43333333333333,57.0,12.829629629629629,0,1,1.0,0,2015,1,16,16,-7.0,0.84,-32.0,-2.0,65.78,11,11,30.4091016,30.360055,0.17404129793510326,0.15339233038348082,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16.08,26.483333333333334,44.0,21.927272727272726,0,1,1.0,0,2015,0,21,21,-5.0,0.95,21.0,1.0,66.67,11,11,30.40924195,30.37902268,0.19616519174041297,0.4616519174041298,0.25073746312684364,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5.95,34.7,41.0,8.707317073170731,0,1,1.0,0,2015,1,16,16,-1.0,0.75,32.0,2.0,66.69,12,12,30.4092287,30.3540203,0.17404129793510326,0.15339233038348082,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.99,10.166666666666666,20.0,8.97,0,1,1.0,0,2015,1,17,17,-2.0,0.88,17.0,1.0,67.34,12,12,30.4092266,30.3786583,0.17404129793510326,0.15339233038348082,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1.79,5.7,13.0,6.852631578947369,0,0,1.0,0,2015,0,12,12,-3.0,0.78,36.0,3.0,67.75,12,12,30.4095033,30.4095033,0.06932153392330384,0.4616519174041298,0.014749262536873156,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.79,5.7,22.0,6.852631578947369,0,1,1.0,0,2015,0,15,15,-5.0,0.77,15.0,1.0,67.75,12,12,30.34841482,30.34841482,0.19616519174041297,0.4616519174041298,0.011799410029498525,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
20.58,25.516666666666666,32.0,38.5875,0,1,1.0,0,2015,0,7,7,-18.0,1.0,-60.0,-12.0,67.75,12,12,37.635031,37.6350862,0.11651917404129794,0.08997050147492626,0.25073746312684364,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
7.35,16.5,26.0,16.96153846153846,0,1,1.0,0,2015,0,21,21,-19.0,1.0,-135.0,-19.0,67.75,12,12,37.635031,37.6350862,0.17404129793510326,0.15339233038348082,0.25073746312684364,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
4.63,11.516666666666667,27.0,10.288888888888888,0,1,1.0,0,2015,1,21,21,-25.0,0.34,-135.0,-19.0,67.75,12,12,37.635031,37.6350862,0.06932153392330384,0.051622418879056046,0.1902654867256637,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
5.13,13.25,20.0,15.39,0,1,1.0,0,2016,0,8,8,-29.0,0.97,-135.0,-22.0,67.75,1,1,37.635031,37.6350862,0.06342182890855458,0.02064896755162242,0.25073746312684364,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
33.97,38.56666666666667,47.0,42.4875,0,1,1.0,0,2016,0,7,7,-17.0,1.0,-91.0,-13.0,67.75,1,1,30.4092151,30.2808294,0.11651917404129794,0.08997050147492626,0.25073746312684364,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6.34,18.633333333333333,32.0,11.8875,0,1,1.0,0,2016,0,19,19,-18.0,0.77,-135.0,-18.0,67.75,1,1,30.4090116,30.3544483,0.19616519174041297,0.4616519174041298,0.016224188790560472,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1.79,8.166666666666666,19.0,6.852631578947369,0,1,1.0,0,2016,0,12,12,-22.0,0.96,-135.0,-17.0,67.75,1,1,30.3036595,30.3150199,0.06932153392330384,0.051622418879056046,0.004424778761061947,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1.79,6.85,12.0,8.75,0,1,1.0,0,2016,1,19,19,-16.0,0.86,-135.0,-16.0,67.75,1,1,30.40927395,30.39659535,0.11651917404129794,0.08997050147492626,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
12.39,31.533333333333335,50.0,14.868,0,1,1.0,0,2016,0,12,12,-1.0,1.0,24.0,2.0,67.75,1,1,30.39385906,30.41221149,0.17404129793510326,0.4616519174041298,0.25073746312684364,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13.21,30.1,37.0,21.42162162162162,0,1,1.0,0,2016,0,16,16,-3.0,0.97,0.0,0.0,67.75,2,2,30.4092483,30.2808294,0.06932153392330384,0.051622418879056046,0.25073746312684364,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.79,5.7,12.0,6.852631578947369,0,1,1.0,0,2016,0,16,16,-3.0,0.75,16.0,1.0,67.75,2,2,30.2759206,30.2826881,0.11651917404129794,0.08997050147492626,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15.68,26.416666666666668,33.0,28.509090909090908,0,1,1.0,0,2016,1,21,21,-10.0,0.27,-135.0,-10.0,67.75,2,2,30.3563118,30.4093786,0.06342182890855458,0.028023598820058997,0.1902654867256637,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
5.71,18.016666666666666,21.0,16.314285714285717,0,0,1.0,0,2016,0,15,15,-1.0,0.97,30.0,2.0,67.75,3,3,30.409991,30.33642,0.061946902654867256,0.02359882005899705,0.008849557522123894,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3.51,11.05,14.0,15.042857142857141,0,1,1.0,0,2016,0,17,17,-2.0,0.8,17.0,1.0,67.75,3,3,30.3569583,30.323775,0.11651917404129794,0.08997050147492626,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
5.9,10.833333333333334,19.0,18.631578947368425,0,0,1.0,0,2016,0,11,11,1.0,0.76,44.0,4.0,67.75,3,3,30.409991,30.462224,0.11651917404129794,0.08997050147492626,0.38200589970501475,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2.74,8.166666666666666,14.0,11.742857142857144,0,1,1.0,0,2016,0,8,8,-5.0,0.81,-40.0,-5.0,67.75,3,3,30.32399,30.35941,0.07227138643067847,0.048672566371681415,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
6.42,19.266666666666666,29.0,13.282758620689656,0,1,1.0,0,2016,0,18,18,1.0,0.92,54.0,3.0,67.75,3,3,30.37748,30.409305,0.19616519174041297,0.4616519174041298,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
5.92,14.716666666666667,24.0,14.799999999999999,0,1,1.0,0,2016,0,19,19,-1.0,1.0,38.0,2.0,67.75,3,3,30.41038312,30.37655971,0.19616519174041297,0.4616519174041298,0.25073746312684364,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1.79,11.233333333333333,14.0,6.852631578947369,0,1,1.0,0,2016,0,13,13,6.0,0.75,91.0,7.0,67.5,4,4,30.3453303,30.34800947,0.19616519174041297,0.4616519174041298,0.011799410029498525,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2.15,5.7,12.0,16.125,0,0,1.0,0,2016,0,14,14,6.0,0.75,98.0,7.0,67.5,4,4,30.32068648,30.3474822,0.17404129793510326,0.15339233038348082,0.011799410029498525,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
33.97,46.03333333333333,51.0,42.4875,0,0,1.0,0,2016,0,10,10,6.0,0.31,60.0,6.0,67.75,4,4,30.2742717,30.4094353,0.02654867256637168,0.4616519174041298,0.1902654867256637,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
6.74,16.066666666666666,26.0,15.553846153846154,0,1,1.0,0,2016,0,13,13,11.0,0.3,143.0,11.0,67.75,4,4,30.3539099,30.4094166,0.19616519174041297,0.4616519174041298,0.1902654867256637,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15.08,30.616666666666667,36.0,25.133333333333333,0,1,1.0,0,2016,0,16,16,11.0,0.17,176.0,11.0,67.11,4,4,30.5116066,30.3368916,0.11651917404129794,0.08997050147492626,0.10176991150442478,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.97,37.15,38.0,42.4875,0,1,1.0,0,2016,0,7,7,-1.0,0.75,14.0,2.0,67.35,4,4,30.274495,30.4094353,0.06932153392330384,0.051622418879056046,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
4.23,12.15,20.0,12.690000000000001,0,1,1.0,0,2016,0,8,8,0.0,0.34,16.0,2.0,66.86,4,4,30.4283223,30.4094523,0.10766961651917405,0.06342182890855458,0.1902654867256637,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
6.24,16.3,17.0,22.023529411764706,0,1,1.0,0,2016,0,17,17,14.0,0.77,238.0,14.0,67.75,4,4,30.4092156,30.3545545,0.11651917404129794,0.08997050147492626,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
10.61,17.116666666666667,24.0,26.525,0,1,1.0,0,2016,0,17,17,6.0,0.75,136.0,8.0,65.87,4,4,30.409313,30.3310455,0.061946902654867256,0.02359882005899705,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
7.08,15.716666666666667,17.0,24.988235294117647,0,1,1.0,0,2016,0,18,18,8.0,0.08,162.0,9.0,65.68,4,4,30.3181126,30.4040423,0.11651917404129794,0.08997050147492626,0.10176991150442478,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6.78,15.916666666666666,19.0,21.410526315789475,0,1,1.0,0,2016,0,19,19,7.0,0.46,171.0,9.0,65.68,4,4,30.39639894,30.31802745,0.10766961651917405,0.06342182890855458,0.1902654867256637,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
11.33,20.266666666666666,27.0,25.177777777777777,0,1,1.0,0,2016,0,11,11,15.0,0.71,165.0,15.0,64.88,5,5,30.3664563,30.4094622,0.06342182890855458,0.028023598820058997,0.38200589970501475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
