price_rub
265.0
255.0
644.0
1287.0
665.0
200.0
463.0
431.0
162.0
350.0
214.0
400.0
400.0
228.0
88.0
124.0
97.0
114.0
400.0
184.0
312.0
180.0
573.0
1000.0
1000.0
1000.0
353.0
619.0
489.0
1500.0
418.0
567.0
99.0
467.0
173.0
418.0
196.0
139.0
523.0
324.0
147.0
1000.0
274.0
292.0
151.0
1800.0
1800.0
593.0
623.0
521.0
97.0
240.0
159.0
400.0
400.0
143.0
148.0
173.0
180.0
178.0
167.0
241.0
260.0
400.0
400.0
1000.0
243.0
130.0
167.0
373.0
340.0
178.0
410.0
100.0
92.0
308.0
107.0
198.0
299.0
518.0
261.0
198.0
1000.0
110.0
525.0
134.0
191.0
235.0
256.0
294.0
164.0
169.0
107.0
154.0
105.0
355.0
315.0
214.0
240.0
113.0
288.0
197.0
401.0
81.0
484.0
362.0
1000.0
1000.0
1000.0
1000.0
299.0
322.0
139.0
215.0
161.0
146.0
375.0
669.0
347.0
334.0
142.0
1500.0
99.0
400.0
193.0
146.0
160.0
1000.0
224.0
118.0
110.0
357.0
353.0
94.0
344.0
354.0
151.0
204.0
126.0
229.0
194.0
135.0
130.0
1818.0
209.0
369.0
1000.0
164.0
223.0
244.0
209.0
208.0
271.0
112.0
232.0
99.0
268.0
188.0
318.0
321.0
206.0
136.0
243.0
211.0
377.0
214.0
267.0
322.0
424.0
129.0
165.0
140.0
241.0
257.0
332.0
379.0
387.0
81.0
165.0
114.0
235.0
271.0
142.0
209.0
226.0
253.0
329.0
400.0
265.0
86.0
243.0
137.0
188.0
117.0
214.0
147.0
302.0
135.0
286.0
174.0
149.0
349.0
170.0
148.0
114.0
186.0
607.0
180.0
159.0
284.0
431.0
109.0
334.0
140.0
200.0
87.0
97.0
143.0
85.5
224.22
299.74
348.32
306.0
306.0
482.0
418.0
246.99
399.0
324.0
374.0
190.0
419.0
336.0
308.71
336.0
149.1
216.19
143.18
194.03
284.0
128.0
262.6
282.13
178.12
172.96
230.5
122.42
277.06
241.09
400.5
438.42
243.0
314.21
570.0
167.77
336.0
376.32
231.75
373.07
266.37
155.43
237.54
661.5
148.7
107.29
148.1
245.64
471.62
410.28
175.15
134.65
176.07
190.7
305.43
128.29
264.64
151.32
1468.05
113.97
184.31
120.27
234.54
345.63
146.22
99.0
112.88
355.85
542.45
294.65
364.52
326.98
574.0
355.42
226.0
253.61
166.71
171.04
288.95
244.4
204.61
129.19
1800.0
700.0
167.4
172.6
181.32
109.36
162.33
192.49
227.31
254.43
315.79
388.65
700.0
375.55
455.78
700.0
357.41
382.65
364.75
207.77
234.06
700.0
203.0
259.0
244.0
205.0
434.0
391.0
305.1
234.0
226.0
116.0
358.0
142.0
163.0
161.0
184.0
560.0
560.0
260.0
174.0
160.0
193.0
146.0
222.0
266.0
277.0
422.0
478.0
594.23
630.0
124.0
174.0
203.0
327.0
444.0
148.0
226.0
580.0
468.0
173.0
291.0
49.0
50.17
679.0
250.0
450.18
114.0
215.09
242.0
262.0
203.07
293.0
146.0
182.05
218.0
222.0
89.0
101.0
193.0
516.0
357.0
624.0
305.0
310.0
187.0
225.0
199.0
650.0
163.0
109.0
370.0
267.0
404.0
334.0
153.0
273.0
305.0
257.0
274.0
1800.0
610.0
597.0
635.0
201.0
285.0
80.0
120.0
300.0
107.0
1588.0
792.0
610.0
632.0
161.0
203.07
638.0
220.0
218.0
160.0
206.0
293.0
220.0
825.0
209.0
1189.0
167.0
195.0
162.0
265.0
590.0
857.0
312.0
201.0
202.0
163.0
113.0
214.0
249.0
114.0
224.0
234.0
251.0
255.0
479.0
607.55
643.0
678.0
639.0
101.0
110.0
117.0
103.0
80.0
110.82
139.0
419.63
757.11
241.0
256.0
346.0
246.0
378.0
282.0
188.0
662.0
331.0
173.0
214.0
234.0
339.0
368.0
525.0
469.0
196.0
119.0
642.0
174.0
655.0
435.0
340.0
157.0
155.0
200.0
176.0
182.0
277.0
782.0
350.0
177.0
279.0
350.0
158.0
336.0
369.0
148.0
211.0
166.0
148.0
191.0
181.0
185.03
288.0
205.0
219.0
106.0
267.0
281.71
495.0
191.0
341.0
179.0
140.0
248.0
232.0
410.0
187.0
221.0
1370.0
657.23
225.0
284.0
280.0
204.0
199.0
204.0
233.0
190.0
199.0
246.0
333.0
332.0
194.0
94.0
462.0
418.0
214.0
234.0
153.0
235.0
105.0
179.0
120.0
151.0
147.0
257.0
114.0
207.0
156.0
136.0
70.05
137.0
161.0
203.0
117.0
134.0
142.0
263.0
299.0
390.93
323.0
350.0
482.0
156.0
158.0
169.0
158.0
175.0
151.0
171.0
163.0
200.0
122.0
190.0
197.0
155.0
152.0
82.0
146.0
307.0
226.0
162.0
156.0
172.0
199.0
276.0
189.0
166.0
190.0
555.5
479.0
225.0
414.21
160.0
203.0
195.0
130.0
214.0
695.93
850.0
1190.0
651.0
265.79
121.0
143.0
177.0
161.0
152.0
161.0
168.38
174.0
157.0
171.0
219.0
111.0
163.0
149.0
223.0
198.0
222.0
150.0
148.0
141.0
192.0
165.0
140.0
243.0
281.0
166.0
148.0
122.0
143.0
181.0
156.0
158.0
170.0
281.0
215.0
652.0
360.0
133.0
206.0
451.0
257.0
216.0
634.92
750.0
245.0
196.0
183.0
134.0
254.0
148.0
166.0
185.0
185.0
217.0
220.0
304.0
197.0
171.0
145.0
313.0
222.0
259.0
607.0
233.0
271.0
221.0
214.0
278.0
173.0
161.0
241.0
174.0
209.0
212.0
